Area,Year,Month,Time,Crime Type,Latitude,Longitude,Cluster
JB Nagar Bustop to SD Road,2018.0,3.0,,CRUELTY BY HUSBAND,12.9617,77.6437,-1
JC NAGAR MAIN ROAD,2017.0,3.0,,DOWRY DEATHS,13.0072,77.6003,-1
JC NAGAR MAIN ROAD,2016.0,6.0,,CASES OF HURT,13.0081,77.5926,-1
JC Nagar,2023.0,11.0,,CHEATING,12.9884,77.5374,-1
JIGALA,2022.0,6.0,,MISSING PERSON,12.7893,77.751,-1
JIGALA,2020.0,8.0,,THEFT,12.7896,77.7424,-1
JIGALA,2020.0,11.0,,BURGLARY - DAY,12.8131,77.7519,-1
JIGALA,2019.0,11.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7863,77.7435,-1
JIGANI,2023.0,2.0,,CRUELTY BY HUSBAND,12.7831,77.6605,0
JIGANI,2023.0,11.0,,CRIMINAL INTIMIDATION,12.7888,77.6587,0
JIGANI,2022.0,1.0,,ARMS ACT  1959,12.7861,77.6405,0
JIGANI,2021.0,10.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7878,77.6493,0
JIGANI,2023.0,6.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.7642,77.6414,0
JIGANI,2022.0,3.0,,ARMS ACT  1959,12.7872,77.6668,0
JNANAGANGANAGARA,2022.0,11.0,,MISSING PERSON,12.9461,77.49,-1
JNANAGANGANAGARA,2023.0,6.0,,MISSING PERSON,12.9369,77.4912,-1
JUNNASANDRA,2019.0,10.0,,THEFT,12.9095,77.7031,-1
JUNNASANDRA,2024.0,3.0,,CHEATING,12.9257,77.7003,-1
JUNNASANDRA,2023.0,12.0,,CASES OF HURT,12.9157,77.6716,-1
Jayanagar,2017.0,,,2 wheeler theft,12.954202,77.561669,0
Jayanagar,2017.0,,,2 wheeler theft,12.945416,77.55442,0
Jayanagar,2017.0,,,2 wheeler theft,12.95934993,77.56939864,0
Jayanagar,2018.0,,,2 wheeler theft,12.941623,77.558911,0
Jayanagar,2017.0,,,2 wheeler theft,12.91249413,77.57240566,0
Jayanagar,2017.0,,,2 wheeler theft,12.95003587,77.57449356,0
Jayanagar,2017.0,,,2 wheeler theft,12.940001,77.54371,0
Jayanagar,2019.0,,,2 wheeler theft,12.95882913,77.57161241,0
Jogupalya,2019.0,2.0,,CASES OF HURT,12.9763,77.6281,-1
Jogupalya,2019.0,7.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9721,77.6317,-1
K B SANDRA,2022.0,4.0,,ROBBERY,13.0265,77.6143,-1
K B SANDRA,2020.0,8.0,,DACOITY,13.0198,77.6077,-1
K B SANDRA,2018.0,11.0,,THEFT,13.0198,77.6077,-1
K B SANDRA,2023.0,12.0,,CRUELTY BY HUSBAND,13.0253,77.6096,-1
K G Nagar,2015.0,,,Ordinary Theft,12.9110418,77.5776376,-1
K G Nagar,2016.0,,,Ordinary Theft,12.9070951,77.5783314,-1
K S Layout,2017.0,,,4 Wheeler Theft,12.883242,77.575999,0
K S Layout,2015.0,,,Ordinary Theft,12.927082,77.588137,0
K S Layout,2016.0,,,Ordinary Theft,12.94742039,77.57992022,0
K S Layout,2017.0,,,Ordinary Theft,12.936943,77.571151,0
K S Layout,,,,4 Wheeler Theft,12.938298,77.544986,0
K S Layout,2015.0,,,2 wheeler theft,12.92351,77.543624,0
K S Layout,2016.0,,,4 Wheeler Theft,12.8971425,77.5818036,0
K S Layout,2016.0,,,Ordinary Theft,12.923975,77.579868,0
K.G CIRCLE,2022.0,2.0,,CHEATING,12.9797,77.5752,-1
K.G. ROAD,2023.0,3.0,,ROBBERY,12.9756,77.5817,-1
K.G.Halli Traffic Police Station,2023.0,12.0,,PUBLIC SAFETY,13.0354,77.6228,-1
K.G.ROAD N.T ROAD,2022.0,5.0,,CRIMINAL BREACH OF TRUST,12.9688,77.5875,-1
K.G.ROAD N.T ROAD,2022.0,4.0,,Disobedience to Order Promulgated by PublicServan,12.9728,77.5812,-1
K.G.ROAD N.T ROAD,2021.0,11.0,,CASES OF HURT,12.9687,77.5876,-1
K.G.ROAD N.T ROAD,2022.0,9.0,,CHEATING,12.9737,77.583,-1
K.Narayanapura,2021.0,11.0,,CASES OF HURT,13.0552,77.6468,-1
K.R ROAD,2017.0,4.0,,THEFT,12.9454,77.5713,-1
K.R ROAD,2019.0,7.0,,MISSING PERSON,12.9474,77.5682,-1
K.R.PURA,2017.0,1.0,,MISSING PERSON,13.0204,77.7025,-1
K.R.PURA,2017.0,2.0,,MISSING PERSON,13.0043,77.7112,-1
K.R.PURA,2017.0,7.0,,CRIMES RELATED TO WOMEN,13.0224,77.6968,-1
K.R.Road,2021.0,11.0,,CHEATING,12.9293,77.5682,-1
K.R.Road,2022.0,5.0,,MOTOR VEHICLE ACCIDENTS FATAL,12.9488,77.5738,-1
K.S.Layout First Stage,2023.0,12.0,,CYBER CRIME,12.9064,77.5629,-1
KACHAMANAHALLI MULLURU CIHICKBALANDURU,2020.0,1.0,,CYBER CRIME,12.9032,77.7068,-1
KACHAMANAHALLI MULLURU CIHICKBALANDURU,2020.0,11.0,,MISSING PERSON,12.9114,77.7059,-1
KADABAGERE,2019.0,8.0,,MISSING PERSON,12.9967,77.4553,0
KADABAGERE,2020.0,1.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0788,77.4347,0
KADABAGERE,2020.0,2.0,,THEFT,13.1127,77.4652,0
KADABAGERE,2022.0,7.0,,THEFT,13.0125,77.4613,0
KADABAGERE,2022.0,7.0,,MISSING PERSON,13.0083,77.4156,0
KADABAGERE,2019.0,9.0,,SUICIDE,12.9976,77.4501,0
KADABAGERE,2020.0,4.0,,BURGLARY - NIGHT,12.9915,77.4657,0
KADUGODI,2024.0,1.0,,CYBER CRIME,12.9901,77.7626,-1
KADUGODI HOSKOTE MAIN ROAD,2023.0,8.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0016,77.7569,-1
KALASIPALYA BUS STAND,2024.0,3.0,,MISSING PERSON,12.9604,77.5808,-1
KALASIPALYA BUS STAND,2018.0,7.0,,MISSING PERSON,12.955,77.5832,-1
KALASIPALYA BUS STAND,2018.0,9.0,,CHEATING,12.955,77.5832,-1
KALIDASA LAYOUT,2018.0,6.0,,THEFT,12.9353,77.5632,-1
KALIDASA NAGARA,2023.0,7.0,,THEFT,12.9319,77.5405,-1
KALSIPALYA,2016.0,7.0,,PUBLIC SAFETY,12.9159,77.6382,-1
KALSIPALYA,2016.0,8.0,,PUBLIC SAFETY,12.9655,77.5782,-1
KAMAKSHIPALYA,2020.0,1.0,,MISSING PERSON,12.9896,77.5248,-1
KAMAKSHIPALYA,2022.0,3.0,,CASES OF HURT,12.9852,77.524,-1
KAMAKSHIPALYA,2023.0,4.0,,MISSING PERSON,12.9985,77.4972,-1
KAMAKSHIPALYA MAIN ROAD,2022.0,4.0,,KIDNAPPING AND ABDUCTION,12.9811,77.5265,-1
KAMAKSHIPALYA MAIN ROAD,2022.0,10.0,,CASES OF HURT,12.9848,77.5239,-1
KAMAKYA LAYOUT,2019.0,4.0,,THEFT,12.9209,77.5514,-1
KAMMAGONDANAHALLI,2024.0,1.0,,THEFT,13.0551,77.525,-1
KAMMASANDRA,2020.0,7.0,,CASES OF HURT,12.8343,77.6719,-1
KAMMASANDRA,2020.0,12.0,,BURGLARY - DAY,12.8378,77.6951,-1
KAMMASANDRA,2019.0,2.0,,THEFT,12.827,77.6781,-1
KANAKA NAGAR,2024.0,1.0,,CRIMES RELATED TO WOMEN,13.0116,77.6133,-1
KANAKAPURA MAIN ROAD,2023.0,1.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9438,77.5737,-1
KANNAMANGALA,2024.0,2.0,,CRIMINAL TRESPASS,13.0147,77.7658,-1
KANNUR VILLAGE,2018.0,7.0,,CASES OF HURT,13.0926,77.6535,-1
KANNUR VILLAGE,2019.0,2.0,,KIDNAPPING AND ABDUCTION,13.1005,77.6427,-1
KANTEERAVA STUDIO,2017.0,6.0,,ROBBERY,13.014,77.5318,0
KANTEERAVA STUDIO,2018.0,2.0,,MISSING PERSON,13.0141,77.5292,0
KANTEERAVA STUDIO,2021.0,2.0,,DEATHS DUE TO RASHNESS/NEGLIGENCE,13.0192,77.537,0
KANTEERAVA STUDIO,2019.0,8.0,,Karnataka State Local Act,13.0179,77.5324,0
KANTEERAVA STUDIO,2019.0,3.0,,THEFT,13.0192,77.537,0
KASTHURI NAGARA,2023.0,9.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0129,77.6502,-1
KASTURI NAGAR,2023.0,9.0,,CASES OF HURT,13.0071,77.6543,-1
KATHALI PALYA,2020.0,12.0,,MISSING PERSON,12.9398,77.6254,-1
KATRIGUPPE,2023.0,10.0,,THEFT,12.9331,77.5604,-1
KATTALEPALYA,2022.0,2.0,,KARNATAKA POLICE ACT 1963,13.2019,77.4542,-1
KAVERI NAGAR,2020.0,6.0,,THEFT,13.0323,77.6088,-1
KAVERIYAPPA LAYOUT VASANTH NAGAR,2021.0,2.0,,CHEATING,12.9897,77.5919,-1
KENDRIYA SADANA,2024.0,1.0,,THEFT,12.9238,77.6158,-1
KENGERI,2016.0,4.0,,MISSING PERSON,12.9181,77.4862,-1
KENGERI,2023.0,12.0,,Karnataka State Local Act,12.9102,77.5081,-1
KENGUNTE,2018.0,1.0,,DEATHS-MISCARRIAGE,12.9636,77.4999,-1
KENGUNTE,2018.0,10.0,,ASSAULT,12.9665,77.4968,-1
KG Nagar Main Road,2020.0,11.0,,CASES OF HURT,12.9532,77.5585,-1
KG Nagar Main Road,2018.0,8.0,,Karnataka State Local Act,12.9509,77.5638,-1
KHB COLONY,2020.0,2.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9345,77.616,-1
KHB COLONY,2023.0,9.0,,CYBER CRIME,12.9408,77.622,-1
KILARI ROAD,2023.0,1.0,,CHEATING,12.9718,77.58,-1
KIRLOSKAR COLONY,2023.0,8.0,,KARNATAKA POLICE ACT 1963,12.9975,77.5501,-1
KODANDARAMA PURA,2021.0,5.0,,Karnataka State Local Act,13.0014,77.576,-1
KODATI SULIKUNTE AMBEDKAR NAGARA,2018.0,9.0,,CHEATING,12.8872,77.7157,-1
KODATI SULIKUNTE AMBEDKAR NAGARA,2017.0,12.0,,THEFT,12.8889,77.7285,-1
KODATI SULIKUNTE AMBEDKAR NAGARA,2018.0,4.0,,Karnataka State Local Act,12.892,77.7189,-1
KODEGEHALLY,2020.0,2.0,,BURGLARY - NIGHT,12.9989,77.7552,-1
KODIGEHALLI,2023.0,10.0,,CYBER CRIME,13.0967,77.5962,-1
KONANAKUNTE,2022.0,5.0,,BURGLARY - NIGHT,12.9102,77.5338,-1
KONANAKUNTE VILLAGE,2019.0,2.0,,CRIMINAL TRESPASS,12.8848,77.5547,-1
KONNASANDRA,2022.0,7.0,,MOLESTATION,12.7494,77.6073,-1
KOOLI NAGARA,2018.0,5.0,,POCSO,13.0169,77.53,-1
KOOLI NAGARA,2018.0,9.0,,MISSING PERSON,13.0158,77.5268,-1
KOOLI NAGARA,2016.0,4.0,,CRIMINAL INTIMIDATION,13.0178,77.5302,-1
KOPPA GATE,2019.0,6.0,,KARNATAKA POLICE ACT 1963,12.7751,77.6221,-1
KOPPA GATE,2023.0,6.0,,BURGLARY - NIGHT,12.7714,77.6062,-1
KORAMANGALA,2024.0,3.0,,PUBLIC SAFETY,12.9386,77.62,-1
KORAMANGALA EIGHTH BLOCK,2021.0,8.0,,MISSING PERSON,12.9453,77.6191,-1
KOTHANURA VILLAGE,2023.0,11.0,,MISSING PERSON,12.869,77.5701,-1
KOTTHANOOR VILLAGE,2018.0,12.0,,CASES OF HURT,12.8913,77.5693,-1
KOTTIGEPALYA,2022.0,12.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9981,77.5239,-1
KOTTIGEPALYA,2022.0,6.0,,THEFT,12.9812,77.5115,-1
KPWD NAL Quarters JB Nagar,2019.0,7.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9584,77.6498,-1
KPWD NAL Quarters JB Nagar,2018.0,6.0,,THEFT,12.9564,77.6418,-1
KPWD NAL Quarters JB Nagar,2019.0,9.0,,MISSING PERSON,12.9431,77.6646,-1
KRISHNANANDA NAGARA,2017.0,10.0,,THEFT,13.0191,77.54,-1
KRISHNANANDA NAGARA,2024.0,3.0,,THEFT,13.0191,77.5412,-1
KRISHNANANDA NAGARA,2023.0,5.0,,MOLESTATION,13.0166,77.5357,-1
KRISHNANDA NAGAR,2019.0,4.0,,ATTEMPT TO MURDER,12.975,77.5099,-1
KSRTC AND BMTC SEVICE ROAD,2023.0,12.0,,THEFT,12.9744,77.5748,-1
KUDLU VILLAGE,2021.0,4.0,,MISSING PERSON,12.886,77.6758,-1
KUMARA PARK WEST,2023.0,7.0,,MOLESTATION,12.9931,77.5796,-1
KUMBARPET SP ROAD,2020.0,8.0,,COPY RIGHT ACT 1957,12.9652,77.5841,-1
KUMBARPET SP ROAD,2020.0,12.0,,COPY RIGHT ACT 1957,12.9637,77.5841,-1
KUNDALAHALLI COLONY,2024.0,1.0,,THEFT,12.9968,77.693,-1
Kadirenahalli,2020.0,9.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.919,77.5637,-1
Kaikondralli,2023.0,6.0,,THEFT,12.9163,77.6747,-1
Kannamangala palya gate,2019.0,11.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.2199,77.6714,-1
Kannamangala palya gate,2018.0,1.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.2199,77.6714,-1
Kasturi Ba Nagar,2018.0,7.0,,ATTEMPT TO MURDER,12.9555,77.5452,-1
Kasturi Ba Nagar,2024.0,3.0,,ATTEMPT TO MURDER,12.9485,77.5478,-1
Kattigenahalli kere,2024.0,1.0,,CASES OF HURT,13.1176,77.6339,-1
Kaveri Nagar,2019.0,8.0,,CRIMES RELATED TO WOMEN,13.0005,77.5363,-1
Kempapura,2023.0,9.0,,THEFT,12.9571,77.7026,-1
Kempegowda Park,2022.0,2.0,,DACOITY,12.9991,77.537,-1
Kere Angala,2018.0,8.0,,POCSO,12.9981,77.5275,-1
Kitaganuru,2022.0,9.0,,CRUELTY BY HUSBAND,13.0374,77.692,-1
Kitaganuru,2021.0,12.0,,POCSO,13.0389,77.7076,-1
Kitaganuru,2022.0,9.0,,THEFT,13.0378,77.7124,-1
Kodigehalli Village,2023.0,12.0,,THEFT,13.0586,77.583,-1
Kodihalli,2018.0,4.0,,THEFT,12.9607,77.6491,-1
Kodihalli,2018.0,5.0,,CHEATING,12.9607,77.6483,-1
Konanakunte,2017.0,,,Ordinary Theft,12.89835882,77.5613959,-1
Konanakunte,2016.0,,,Ordinary Theft,12.86717163,77.58310043,-1
Konanakunte,2017.0,,,Ordinary Theft,12.9094052,77.5852783,-1
Konanakunte,2017.0,,,Ordinary Theft,12.87743,77.500191,-1
Konappana agrahara,2019.0,11.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.855,77.6653,-1
Konappana agrahara,2020.0,8.0,,NEGLIGENT ACT,12.8582,77.6582,-1
Koppa gate.,2021.0,3.0,,NEGLIGENT ACT,12.7713,77.5945,-1
Koppa gate.,2022.0,4.0,,KIDNAPPING AND ABDUCTION,12.8237,77.605,-1
Koppa gate.,2020.0,4.0,,CASES OF HURT,12.8102,77.5914,-1
Koppa gate.,2021.0,7.0,,CASES OF HURT,12.7998,77.5895,-1
Kumaraswamy Layout First stage,2022.0,4.0,,MISSING PERSON,12.9061,77.5734,-1
L R BANDE,2017.0,8.0,,CrPC,13.0238,77.6119,-1
L R BANDE,2021.0,10.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,13.0289,77.6107,-1
L R BANDE,2020.0,12.0,,MISSING PERSON,13.0289,77.6107,-1
L.N. COLONY,2023.0,10.0,,CHEATING,13.0222,77.5578,-1
LAKKASANDRA EXTENSION,2016.0,4.0,,CASES OF HURT,12.9472,77.6007,-1
LAKKASANDRA EXTENSION,2023.0,9.0,,ATTEMPT TO MURDER,12.9482,77.6017,-1
LEFT SIDE FROM KARNATAKA BANK TO BHAIRAVA BAR,2016.0,9.0,,THEFT,12.9047,77.4706,-1
LEFT SIDE FROM KARNATAKA BANK TO BHAIRAVA BAR,2022.0,3.0,,THEFT,12.9013,77.5062,-1
LIC COLONY,2023.0,9.0,,CHEATING,12.9915,77.5591,-1
LIC COLONY,2017.0,9.0,,ATTEMPT TO MURDER,12.9874,77.5495,-1
LOWRY SCHOOL,2020.0,3.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9727,77.7008,-1
Lakshmipura,2023.0,10.0,,THEFT,12.9485,77.5585,-1
Lingarajpura,2023.0,11.0,,CYBER CRIME,13.0146,77.6332,-1
M G ROAD,2019.0,4.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9713,77.6197,-1
M.C Layout First Main Road To Sixth Main Road,2023.0,6.0,,THEFT,12.9717,77.5375,-1
M.C Layout Seventh Main Road To Ninteenth Main Road,2023.0,12.0,,THEFT,12.9733,77.539,-1
M.C.E.C.H.S.LAYOUT RIGHT SIDE,2021.0,2.0,,THEFT,13.0627,77.6223,-1
M.C.E.C.H.S.LAYOUT RIGHT SIDE,2024.0,2.0,,CYBER CRIME,13.0573,77.6298,-1
M.C.E.C.H.S.LAYOUT RIGHT SIDE,2023.0,8.0,,MISSING PERSON,13.0755,77.6334,-1
M.C.LAYOUT,2019.0,8.0,,Karnataka State Local Act,12.974,77.5427,-1
M.G Road,2023.0,9.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9748,77.6058,-1
M.G Road,2022.0,10.0,,MOLESTATION,12.9763,77.6019,-1
M.N.K ROAD,2017.0,7.0,,THEFT,12.9226,77.5213,-1
M.N.K ROAD,2018.0,9.0,,THEFT,12.8956,77.6599,-1
M.S.Palya,2017.0,11.0,,MISSING PERSON,13.0833,77.5461,0
M.S.Palya,2018.0,2.0,,MISSING PERSON,13.0911,77.5413,0
M.S.Palya,2022.0,3.0,,MOLESTATION,13.0901,77.5402,0
M.S.Palya,2018.0,3.0,,CrPC,13.0803,77.5535,0
M.S.Palya,2016.0,8.0,,MISSING PERSON,13.0791,77.5345,0
MADANAYAKANAHALLI,2021.0,12.0,,MISSING PERSON,13.0558,77.4598,-1
MADANAYAKANAHALLI,2021.0,1.0,,MISSING PERSON,13.0592,77.4799,-1
MADANAYAKANAHALLI,2022.0,5.0,,WRONGFUL RESTRAINT/CONFINEMENT,13.0623,77.4623,-1
MADANAYAKANAHALLI,2019.0,5.0,,KIDNAPPING AND ABDUCTION,13.0642,77.4653,-1
MADAPATNA,2021.0,2.0,,CHEATING,12.7828,77.6355,-1
MADHURANAGARA,2022.0,4.0,,THEFT,12.9687,77.7552,-1
MADHURANAGARA,2023.0,10.0,,MISSING PERSON,12.9399,77.7597,-1
MADIVALA,2017.0,5.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.9135,77.625,-1
MADIVALA,2017.0,6.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.913,77.6253,-1
MAGADI MAIN ROAD,2022.0,9.0,,THEFT,12.9868,77.5333,-1
MAHADEVAPURA,2024.0,1.0,,THEFT,12.9968,77.693,-1
MALAGALA VILLAGE,2023.0,4.0,,KARNATAKA POLICE ACT 1963,12.9534,77.5004,-1
MALLESHWARA,2016.0,8.0,,PUBLIC SAFETY,13.0,77.5694,-1
MALLESHWARA,2023.0,6.0,,THEFT,12.9997,77.5268,-1
MALLESHWARAM,2017.0,10.0,,MOTOR VEHICLE ACCIDENTS FATAL,13.0083,77.5718,-1
MALLESHWARAM EIGHT MAIN,2023.0,12.0,,POCSO,13.0272,77.5558,-1
MANGAMMANAPALYA,2022.0,11.0,,CHEATING,12.8986,77.6812,-1
MANGAMMANAPALYA,2022.0,11.0,,CRUELTY BY HUSBAND,12.8868,77.6059,-1
MANGAMMANAPALYA,2023.0,12.0,,CYBER CRIME,12.9639,77.6352,-1
MANIVILAS GARDEN,2023.0,12.0,,CASES OF HURT,12.989,77.5441,-1
MARAGONDANAHALLI,2023.0,9.0,,UNNATURAL SEX,12.8347,77.6559,0
MARAGONDANAHALLI,2019.0,6.0,,MISSING PERSON,12.8257,77.6785,0
MARAGONDANAHALLI,2020.0,8.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8369,77.6579,0
MARAGONDANAHALLI,2023.0,3.0,,ATTEMPT TO MURDER,12.8303,77.6698,0
MARAGONDANAHALLI,2023.0,11.0,,CYBER CRIME,12.8313,77.6803,0
MARAGONDANAHALLI,2024.0,1.0,,CRIMINAL TRESPASS,12.8333,77.6484,0
MARAGONDANAHALLI,2023.0,1.0,,MISSING PERSON,12.8501,77.7038,0
MARAGONDANAHALLI,2021.0,6.0,,THEFT,12.824,77.6714,0
MARAGONDANAHALLI,2021.0,7.0,,THEFT,12.8317,77.6805,0
MARASURU,2019.0,10.0,,CYBER CRIME,12.7885,77.7045,-1
MARASURU,2020.0,10.0,,MISSING PERSON,12.7689,77.6947,-1
MARATHALLI,2024.0,2.0,,CYBER CRIME,12.9577,77.6943,-1
MARKET CIRCLE,2017.0,10.0,,MISSING PERSON,12.9662,77.5751,0
MARKET CIRCLE,2018.0,10.0,,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",12.9653,77.576,0
MARKET CIRCLE,2021.0,10.0,,THEFT,12.965,77.5756,0
MARKET CIRCLE,2020.0,10.0,,ROBBERY,12.9653,77.5778,0
MARKET CIRCLE,2020.0,3.0,,KARNATAKA POLICE ACT 1963,12.9654,77.5751,0
MARUTHI EXTN,2023.0,6.0,,CASES OF HURT,13.0055,77.5736,-1
MARUTHI LAYOUT,2019.0,2.0,,ROBBERY,12.8818,77.5757,-1
MARUTHI NAGAR,2020.0,8.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9546,77.5251,-1
MARUTHI NAGAR,2017.0,2.0,,CHEATING,12.9578,77.5216,-1
MARUTHI NAGAR,2020.0,8.0,,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,12.9546,77.5251,-1
MASTHENAHALLI,2022.0,8.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8161,77.6594,0
MASTHENAHALLI,2019.0,2.0,,MOTOR VEHICLE ACCIDENTS FATAL,12.8213,77.6812,0
MASTHENAHALLI,2021.0,8.0,,MOTOR VEHICLE ACCIDENTS FATAL,12.8079,77.6979,0
MASTHENAHALLI,2019.0,4.0,,CHEATING,12.8306,77.6818,0
MASTHENAHALLI,2022.0,10.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,12.8192,77.6889,0
MASTHENAHALLI,2023.0,8.0,,POCSO,12.8158,77.6793,0
MASTHENAHALLI,2023.0,5.0,,THEFT,12.8243,77.6865,0
MATADAHALLI,2023.0,10.0,,COMMUNAL / RELIGION,13.019,77.5942,-1
MATADAHALLI,2022.0,4.0,,THEFT,13.0263,77.6029,-1
MATADAHALLI,2023.0,8.0,,CYBER CRIME,13.0265,77.5984,-1
MATADAHALLI,2022.0,12.0,,PUBLIC SAFETY,13.0145,77.5942,-1
MAVALLI,2018.0,1.0,,CASES OF HURT,12.9547,77.5823,-1
MAVALLI,2024.0,3.0,,Karnataka State Local Act,12.95,77.58,-1
MEKHRI CIRCLE,2019.0,1.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0142,77.5837,-1
MESTRI PALYA,2023.0,11.0,,THEFT,12.9309,77.6277,-1
MM TEMPAL,2019.0,3.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0194,77.7086,-1
MM TEMPAL,2023.0,10.0,,MOTOR VEHICLE ACCIDENTS NON-FATAL,13.0214,77.7111,-1
MODI ROAD,2017.0,8.0,,CrPC,13.0114,77.607,0
